customer_state,customer_city,total_orders,total_customers,total_product_revenue,total_freight,total_order_value,avg_order_value
BA,nazare,3,3,419.84,84.98,504.82,168.27333333333334
RO,seringueiras,2,2,395.99,108.65,504.64,252.32
MG,palma,4,4,415.89,88.16,504.05,126.0125
MG,cachoeira de pajeu,3,3,428.8,75.23,504.03,168.01
ES,mantenopolis,4,4,423.79,79.23,503.02,125.755
MT,juara,5,5,378.49,124.46,502.95,100.59
MG,limeira do oeste,2,2,441.7,60.73,502.43,251.215
SP,quadra,3,3,443.9,57.98,501.88,167.29333333333332
MA,carolina,2,2,429.8,70.89,500.69,250.345
SC,dionisio cerqueira,3,3,428.0,72.54,500.54,166.84666666666666
BA,iacu,4,4,340.7,159.15,499.85,124.9625
MT,terra nova do norte,3,3,408.8,90.55,499.35,166.45
MG,campos altos,5,5,373.68,124.93,498.61,99.722
PR,general carneiro,5,5,401.48,97.04,498.52,99.704
SP,ibirarema,5,5,426.88,71.31,498.19,99.638
MG,iapu,4,4,383.15,114.78,497.93,124.4825
ES,itaoca,2,2,404.9,92.3,497.2,248.6
SC,salto veloso,4,4,418.8,78.27,497.07,124.2675
MG,sao joao da ponte,1,1,461.84,34.92,496.76,496.76
PR,nova santa rosa,4,4,398.88,97.74,496.62,124.155
CE,altaneira,2,2,369.6,126.66,496.26,248.13
SP,magda,2,2,458.99,37.08,496.07,248.035
MS,bodoquena,2,1,428.0,67.53,495.53,247.765
GO,itapirapua,2,2,459.8,35.54,495.34,247.67
RS,santo antonio das missoes,4,4,393.89,101.43,495.32,123.83
BA,arembepe,2,2,429.7,64.36,494.06,247.03
PR,reboucas,6,6,361.27,132.11,493.38,82.23
BA,baianopolis,2,2,416.3,76.98,493.28,246.64
RN,apodi,3,3,377.89,114.18,492.07,164.02333333333334
MT,peixoto de azevedo,4,4,357.7,133.86,491.56,122.89
ES,arace,4,4,413.4,77.78,491.18,122.795
MA,barreirinhas,4,4,361.42,129.31,490.73,122.6825
PB,rio tinto,2,2,439.9,50.35,490.25,245.125
SP,roseira,5,5,423.68,66.46,490.14,98.028
SC,sao martinho,2,2,451.0,38.99,489.99,244.995
GO,pontalina,2,1,405.0,83.72,488.72,244.36
PE,santa maria da boa vista,2,2,412.08,76.49,488.57,244.285
PR,vera cruz do oeste,3,3,431.56,56.78,488.34,162.78
BA,remanso,5,5,369.69,118.3,487.99,97.598
MG,bom repouso,4,4,402.29,85.66,487.95,121.9875
PE,caraiba,2,2,416.89,70.26,487.15,243.575
SP,tabatinga,5,5,389.69,97.42,487.11,97.422
CE,sucesso,3,3,352.9,133.02,485.92,161.97333333333333
SP,pedrinhas paulista,4,4,420.87,64.61,485.48,121.37
MG,dom silverio,4,4,392.24,91.88,484.12,121.03
PI,bertolinia,1,1,411.0,72.87,483.87,483.87
SC,ponte serrada,3,3,423.9,59.88,483.78,161.26
PE,serrita,2,2,428.9,54.82,483.72,241.86
SC,balneario barra do sul,4,4,393.3,89.32,482.62,120.655
SP,brauna,5,5,400.79,81.56,482.35,96.47
MG,rodeiro,3,2,409.4,72.81,482.21,160.73666666666668
SP,elias fausto,5,5,396.4,85.08,481.48,96.296
BA,rio real,3,3,386.0,94.6,480.6,160.2
MG,tumiritinga,1,1,459.0,21.31,480.31,480.31
RJ,glicerio,2,2,405.99,74.26,480.25,240.125
PE,sertania,4,4,343.29,136.63,479.92,119.98
SP,joao ramalho,3,3,407.89,71.68,479.57,159.85666666666665
SC,massaranduba,3,3,347.86,131.48,479.34,159.78
MG,tombos,5,5,387.69,91.42,479.11,95.822
BA,itambe,3,3,368.6,110.16,478.76,159.58666666666667
CE,aquiraz,2,2,428.99,49.66,478.65,239.325
PR,santa isabel do ivai,3,3,425.9,52.7,478.6,159.53333333333333
BA,jucurucu,2,2,409.98,68.33,478.31,239.155
BA,ituacu,3,3,398.5,79.57,478.07,159.35666666666665
MG,mendes pimentel,5,5,372.69,105.04,477.73,95.546
CE,forquilha,4,4,348.47,128.98,477.45,119.3625
MG,munhoz,4,4,384.67,92.45,477.12,119.28
MG,santo antonio do amparo,4,4,376.72,100.31,477.03,119.2575
MS,nova alvorada do sul,3,3,380.85,96.03,476.88,158.96
ES,pedro canario,5,5,363.79,112.76,476.55,95.31
PE,sao joao,1,1,427.0,49.52,476.52,476.52
TO,sitio novo do tocantins,2,1,314.9,161.37,476.27,238.135
SP,santa cruz da conceicao,4,3,408.9,67.37,476.27,119.0675
MG,jacui,4,4,403.74,72.13,475.87,118.9675
AL,paulo jacinto,2,2,368.89,106.69,475.58,237.79
MS,ladario,5,5,372.59,102.98,475.57,95.114
SP,panorama,5,5,404.39,70.25,474.64,94.928
SP,silveiras,3,3,406.5,67.75,474.25,158.08333333333334
MG,martinho campos,2,2,415.2,58.5,473.7,236.85
CE,jardim,2,2,392.65,80.79,473.44,236.72
RN,sao miguel do gostoso,2,2,398.9,74.14,473.04,236.52
SP,clementina,4,4,397.54,75.44,472.98,118.245
BA,candido sales,3,3,396.79,75.73,472.52,157.50666666666666
PB,barra de santa rosa,2,2,400.4,71.92,472.32,236.16
RO,nova brasilandia d'oeste,2,2,402.8,69.34,472.14,236.07
GO,joviania,5,4,376.97,95.14,472.11,94.422
PB,imaculada,3,3,340.89,131.02,471.91,157.30333333333334
RS,nova bassano,4,4,387.24,84.53,471.77,117.9425
SC,nova veneza,3,3,422.89,48.01,470.9,156.96666666666667
MG,juruaia,6,5,380.78,89.81,470.59,78.43166666666667
SP,riolandia,3,3,398.8,71.51,470.31,156.77
RN,almino afonso,1,1,299.9,170.11,470.01,470.01
RS,tupancireta,4,3,378.77,90.74,469.51,117.3775
SE,pinhao,1,1,420.0,49.47,469.47,469.47
AL,mata grande,2,2,378.65,90.7,469.35,234.675
MG,luminarias,3,3,423.8,44.88,468.68,156.22666666666666
MG,piedade do rio grande,3,3,362.78,104.12,466.9,155.63333333333333
BA,caravelas,3,3,356.4,110.38,466.78,155.59333333333333
RS,nova palma,2,2,428.9,37.72,466.62,233.31
MG,bandeira do sul,2,2,414.9,51.4,466.3,233.15
PR,centenario do sul,4,4,369.13,96.22,465.35,116.3375
RS,boa vista do cadeado,1,1,429.98,35.0,464.98,464.98
MA,alcantara,1,1,424.8,40.06,464.86,464.86
BA,rodelas,3,3,404.9,59.85,464.75,154.91666666666666
AL,junqueiro,2,2,360.89,103.52,464.41,232.205
PR,guaraniacu,5,5,385.97,77.65,463.62,92.724
ES,agua doce do norte,4,4,365.48,98.04,463.52,115.88
MG,monte verde,3,3,343.1,120.35,463.45,154.48333333333332
SC,governador celso ramos,3,3,389.97,73.39,463.36,154.45333333333335
AL,anadia,2,2,379.89,82.71,462.6,231.3
CE,arneiroz,2,2,349.6,112.93,462.53,231.265
RS,vila flores,3,3,289.89,172.61,462.5,154.16666666666666
PE,passira,1,1,374.98,86.74,461.72,461.72
MG,jesuania,5,5,327.98,133.11,461.09,92.218
MA,capinzal do norte,2,2,395.0,65.6,460.6,230.3
PB,santa luzia,5,5,285.3,175.19,460.49,92.098
SC,ibiam,4,4,382.99,77.35,460.34,115.085
MG,itau de minas,5,5,364.45,95.58,460.03,92.006
BA,lagoa real,1,1,410.0,49.92,459.92,459.92
ES,itapemirim,4,4,372.7,86.64,459.34,114.835
RS,sao paulo das missoes,2,2,404.87,54.39,459.26,229.63
SC,mondai,2,2,409.0,49.31,458.31,229.155
RS,arroio grande,3,3,336.77,121.07,457.84,152.61333333333334
SP,colombia,5,5,377.72,79.52,457.24,91.448
PE,nossa senhora do o,2,2,401.0,56.19,457.19,228.595
ES,sooretama,5,5,317.36,138.99,456.35,91.27
PR,carambei,3,3,390.8,65.45,456.25,152.08333333333334
SP,arandu,4,4,345.5,110.15,455.65,113.9125
SC,lontras,3,3,402.5,53.09,455.59,151.86333333333334
PB,pitimbu,1,1,388.9,66.21,455.11,455.11
RN,goianinha,3,3,325.3,129.41,454.71,151.57
TO,taguatinga,3,3,355.79,98.66,454.45,151.48333333333332
SP,santa lucia,3,3,388.89,65.37,454.26,151.42
CE,ipaporanga,2,2,388.9,64.91,453.81,226.905
CE,milagres,2,2,334.0,118.89,452.89,226.445
PR,japira,3,3,363.79,88.15,451.94,150.64666666666668
PR,alto parana,2,2,389.9,61.94,451.84,225.92
MG,sao pedro da uniao,3,3,286.89,164.75,451.64,150.54666666666665
BA,carinhanha,2,2,348.9,102.6,451.5,225.75
RS,aurea,2,2,409.5,42.0,451.5,225.75
SC,balneario arroio do silva,4,4,379.88,70.79,450.67,112.6675
PE,altinho,2,2,363.8,86.02,449.82,224.91
GO,indiara,4,3,369.91,79.56,449.47,112.3675
MG,sao joao do paraiso,4,4,349.5,99.93,449.43,112.3575
RS,redentora,3,2,354.59,94.75,449.34,149.78
RS,sao martinho,1,1,305.99,142.33,448.32,448.32
PE,afranio,2,2,357.9,90.14,448.04,224.02
SP,sud mennucci,5,5,377.87,70.14,448.01,89.602
AM,humaita,4,4,285.85,161.86,447.71,111.9275
BA,tanque novo,3,3,329.59,117.8,447.39,149.13
PR,ribeirao do pinhal,5,5,328.0,119.33,447.33,89.466
MG,cruzilia,4,4,377.9,69.36,447.26,111.815
SC,jacinto machado,4,4,260.49,186.68,447.17,111.7925
AC,xapuri,2,2,288.93,156.96,445.89,222.945
MG,manga,3,3,378.8,66.99,445.79,148.59666666666666
RJ,werneck,2,2,403.89,41.72,445.61,222.805
MG,iguatama,4,4,358.9,86.66,445.56,111.39
MT,porto alegre do norte,1,1,410.0,35.32,445.32,445.32
CE,aurora,3,3,367.69,77.01,444.7,148.23333333333332
RJ,rio claro,3,3,380.98,63.5,444.48,148.16
SC,balneario rincao,3,3,393.0,51.3,444.3,148.1
MG,confins,1,1,389.0,55.25,444.25,444.25
MG,cambuquira,5,5,340.76,103.48,444.24,88.848
MA,bacuri,3,2,315.42,128.79,444.21,148.07
MG,serra dos aimores,5,5,351.82,91.26,443.08,88.616
SP,adolfo,5,5,373.8,67.79,441.59,88.318
MT,reserva do cabacal,2,2,383.9,56.98,440.88,220.44
GO,sao simao,4,4,368.6,71.92,440.52,110.13
MG,piedade dos gerais,3,3,392.88,47.28,440.16,146.72
PI,pedro ii,2,2,364.8,75.35,440.15,220.075
PA,augusto correa,3,3,347.99,92.01,440.0,146.66666666666666
BA,antonio cardoso,2,2,369.89,70.03,439.92,219.96
PR,candido de abreu,4,4,360.8,79.12,439.92,109.98
RJ,santanesia,4,4,364.5,75.08,439.58,109.895
PR,planalto,4,4,353.7,85.33,439.03,109.7575
MA,dom pedro,3,3,333.77,104.91,438.68,146.22666666666666
AL,satuba,2,2,333.73,104.59,438.32,219.16
PE,tuparetama,3,3,309.8,127.89,437.69,145.89666666666668
RS,tucunduva,3,3,374.99,62.37,437.36,145.78666666666666
MG,sao joao batista do gloria,3,3,359.6,77.23,436.83,145.61
SP,narandiba,2,2,408.98,27.68,436.66,218.33
ES,sao roque do canaa,5,5,348.0,88.01,436.01,87.202
SP,quintana,4,4,353.0,82.85,435.85,108.9625
MG,francisco badaro,3,3,367.46,68.35,435.81,145.27
PA,rio maria,3,1,352.88,82.69,435.57,145.19
TO,natividade,1,1,349.9,85.37,435.27,435.27
BA,bonito,2,2,378.8,56.45,435.25,217.625
MG,itinga,3,3,363.5,71.17,434.67,144.89
PE,ribeirao,4,4,316.4,118.13,434.53,108.6325
TO,conceicao do tocantins,3,3,367.97,66.0,433.97,144.65666666666667
SC,rio do oeste,3,3,364.89,68.95,433.84,144.61333333333334
PR,moreira sales,3,3,345.67,87.81,433.48,144.49333333333334
MG,rio casca,5,5,317.43,116.04,433.47,86.694
SP,sales,5,5,356.52,76.6,433.12,86.624
RS,erval grande,2,1,395.9,36.84,432.74,216.37
PR,maripa,3,3,361.97,70.76,432.73,144.24333333333334
PR,alto piquiri,1,1,412.0,20.5,432.5,432.5
PE,inaja,2,2,369.4,62.93,432.33,216.165
TO,bandeirantes do tocantins,2,2,369.98,62.22,432.2,216.1
PE,canhotinho,2,2,367.0,63.49,430.49,215.245
RO,alvorada d'oeste,1,1,359.98,70.12,430.1,430.1
BA,amelia rodrigues,3,3,372.39,57.63,430.02,143.34
RJ,governador portela,4,4,349.8,80.21,430.01,107.5025
TO,xambioa,3,3,333.68,96.08,429.76,143.25333333333333
CE,aratuba,2,2,343.9,85.84,429.74,214.87
RN,carnaubais,2,2,339.0,90.65,429.65,214.825
SP,irape,2,1,379.98,49.32,429.3,214.65
SP,pongai,4,4,343.8,85.25,429.05,107.2625
GO,caiaponia,4,4,352.78,76.19,428.97,107.2425
SC,saudades,4,4,305.84,123.11,428.95,107.2375
MG,santa rita de minas,3,3,367.67,61.1,428.77,142.92333333333335
SP,iacanga,6,6,329.39,98.56,427.95,71.325
MA,estreito,3,3,305.89,121.76,427.65,142.55
BA,serrolandia,3,3,371.9,55.45,427.35,142.45
SP,itapura,6,6,351.87,74.73,426.6,71.1
AP,laranjal do jari,2,2,318.8,107.38,426.18,213.09
SC,aurora,2,2,371.9,53.57,425.47,212.735
SP,tres fronteiras,5,5,350.39,74.86,425.25,85.05
AP,oiapoque,1,1,385.0,40.24,425.24,425.24
MG,sao domingos do prata,4,4,337.89,87.1,424.99,106.2475
AL,feliz deserto,2,2,309.89,113.86,423.75,211.875
PR,florai,2,2,387.39,35.56,422.95,211.475
MA,paraibano,3,3,259.91,163.0,422.91,140.97
RS,maximiliano de almeida,3,3,363.49,59.06,422.55,140.85
MG,montalvania,3,3,352.2,70.23,422.43,140.81
MG,madre de deus de minas,3,3,362.96,59.15,422.11,140.70333333333335
CE,apuiares,2,2,339.89,81.67,421.56,210.78
RS,jari,4,2,354.8,66.41,421.21,105.3025
BA,ibitira,1,1,399.0,22.03,421.03,421.03
PR,santa tereza do oeste,3,3,364.9,55.69,420.59,140.19666666666666
GO,vicentinopolis,2,2,384.8,35.75,420.55,210.275
SP,taciba,2,2,348.98,70.62,419.6,209.8
CE,amanari,1,1,390.0,29.39,419.39,419.39
MG,bandeira,3,3,347.71,71.5,419.21,139.73666666666668
PE,camocim de sao felix,2,2,362.9,56.12,419.02,209.51
GO,nova veneza,4,4,339.95,79.05,419.0,104.75
SP,valentim gentil,3,3,372.03,46.84,418.87,139.62333333333333
MA,coelho neto,3,2,314.9,103.7,418.6,139.53333333333333
MT,claudia,4,4,302.68,115.7,418.38,104.595
RS,mata,1,1,399.85,18.5,418.35,418.35
RS,capela de santana,2,2,352.0,65.53,417.53,208.765
MA,governador eugenio barros,1,1,346.32,71.13,417.45,417.45
BA,caldeirao grande,3,3,354.8,62.45,417.25,139.08333333333334
GO,agua limpa,1,1,388.0,28.8,416.8,416.8
SP,florida paulista,4,4,353.79,62.74,416.53,104.1325
ES,mucurici,1,1,259.8,155.86,415.66,415.66
SP,ribeirao do sul,3,3,357.9,57.55,415.45,138.48333333333332
SP,embauba,1,1,399.0,15.81,414.81,414.81
SC,ascurra,4,4,342.6,71.65,414.25,103.5625
MG,abadia dos dourados,3,3,358.9,54.6,413.5,137.83333333333334
MG,virgolandia,2,2,380.0,33.44,413.44,206.72
GO,campos verdes,1,1,385.6,27.44,413.04,413.04
MG,pingo-d'agua,1,1,369.48,43.54,413.02,413.02
RN,acari,1,1,364.0,48.43,412.43,412.43
MG,sabinopolis,5,5,317.08,95.32,412.4,82.48
CE,monsenhor tabosa,3,3,329.8,82.52,412.32,137.44
MG,conceicao das pedras,4,4,313.59,98.46,412.05,103.0125
MG,chapada do norte,2,2,373.9,37.97,411.87,205.935
PR,tomazina,3,3,348.8,62.51,411.31,137.10333333333332
RS,sertao,3,3,309.49,100.86,410.35,136.78333333333333
RS,caibate,2,2,357.88,52.44,410.32,205.16
RN,pendencias,2,2,326.5,83.52,410.02,205.01
MG,sao felix de minas,1,1,388.9,20.6,409.5,409.5
SP,jumirim,3,2,337.6,70.64,408.24,136.08
GO,fazenda nova,4,4,319.79,87.98,407.77,101.9425
GO,palmeiras de goias,3,3,334.8,72.53,407.33,135.77666666666667
MG,pains,3,2,298.33,108.44,406.77,135.59
BA,serra do ramalho,4,4,317.09,89.63,406.72,101.68
PR,colonia vitoria,5,5,294.91,111.53,406.44,81.288
RO,sao francisco do guapore,2,2,284.9,120.71,405.61,202.805
SP,pindorama,2,2,368.9,36.62,405.52,202.76
PR,pien,4,4,330.4,74.97,405.37,101.3425
PR,quitandinha,2,2,368.9,36.19,405.09,202.545
MG,goncalves,3,3,356.9,48.17,405.07,135.02333333333334
MA,sucupira do norte,2,2,319.9,84.3,404.2,202.1
SP,indiapora,3,3,356.67,47.47,404.14,134.71333333333334
RO,urupa,3,3,253.57,149.64,403.21,134.40333333333334
RS,sobradinho,3,3,323.9,79.21,403.11,134.37
GO,ouvidor,1,1,345.0,56.07,401.07,401.07
RS,capao do cipo,3,3,260.0,140.99,400.99,133.66333333333333
MG,senador cortes,1,1,298.0,102.66,400.66,400.66
RS,cambara do sul,1,1,372.0,28.64,400.64,400.64
BA,itatim,3,3,312.69,87.77,400.46,133.48666666666668
MG,piranga,4,4,316.19,84.2,400.39,100.0975
MG,santa margarida,2,2,362.9,37.45,400.35,200.175
MG,guidoval,2,2,364.9,35.21,400.11,200.055
PE,cumaru,2,2,330.99,68.99,399.98,199.99
MG,itacarambi,3,3,339.79,59.79,399.58,133.19333333333333
BA,pocoes,2,2,308.99,90.21,399.2,199.6
SP,alvaro de carvalho,2,2,358.0,41.0,399.0,199.5
ES,conceicao da barra,3,3,306.87,91.72,398.59,132.86333333333334
CE,chorozinho,1,1,359.0,39.42,398.42,398.42
GO,itapaci,4,4,315.8,82.31,398.11,99.5275
AL,porto calvo,2,2,323.39,74.54,397.93,198.965
MG,sao goncalo do rio preto,3,3,328.19,69.71,397.9,132.63333333333333
SP,palmeira d'oeste,5,5,319.18,77.73,396.91,79.382
BA,ibipitanga,2,2,349.98,46.74,396.72,198.36
MT,arenapolis,2,2,328.85,67.61,396.46,198.23
PA,brasil novo,3,3,304.9,91.2,396.1,132.03333333333333
PR,sao jorge do ivai,1,1,352.52,43.44,395.96,395.96
SC,guaruja do sul,4,4,331.44,64.19,395.63,98.9075
SP,jambeiro,4,4,329.26,65.78,395.04,98.76
AL,igaci,2,2,319.89,75.11,395.0,197.5
MG,soledade de minas,5,5,309.94,84.84,394.78,78.956
BA,caldas do jorro,1,1,370.0,24.52,394.52,394.52
MT,juruena,3,3,319.9,74.48,394.38,131.46
RS,santa clara do sul,2,2,339.99,54.13,394.12,197.06
PR,angulo,3,3,294.7,99.36,394.06,131.35333333333332
BA,morpara,2,2,357.12,36.61,393.73,196.865
PI,uniao,1,1,329.0,64.32,393.32,393.32
PR,tapejara,2,2,355.9,37.34,393.24,196.62
PB,frei martinho,2,2,268.9,124.31,393.21,196.605
MG,taquaracu de minas,2,2,358.0,34.66,392.66,196.33
PA,itaituba,3,3,243.88,148.75,392.63,130.87666666666667
PR,joaquim tavora,3,3,317.98,74.03,392.01,130.67
SP,timburi,3,3,343.3,47.56,390.86,130.28666666666666
SP,lavinia,4,4,326.8,63.61,390.41,97.6025
ES,iconha,5,5,315.74,74.39,390.13,78.026
PE,oroco,3,3,294.9,94.56,389.46,129.82
SP,indiana,3,3,343.89,45.44,389.33,129.77666666666667
MS,itaquirai,2,2,272.9,115.82,388.72,194.36
SP,macedonia,4,4,334.21,54.22,388.43,97.1075
MG,serra azul de minas,2,2,344.99,43.02,388.01,194.005
BA,itiuba,4,4,272.89,114.61,387.5,96.875
MT,campinapolis,3,2,324.86,62.23,387.09,129.03
MA,bequimao,1,1,349.9,36.25,386.15,386.15
MG,itapeva,5,4,275.7,110.4,386.1,77.22
PR,tibagi,4,4,293.77,92.3,386.07,96.5175
SC,anita garibaldi,5,5,256.78,129.15,385.93,77.186
PE,camutanga,3,3,295.8,89.54,385.34,128.44666666666666
PR,santa monica,2,2,332.88,51.95,384.83,192.415
MG,prudente de morais,3,2,338.99,45.77,384.76,128.25333333333333
MG,campestre,3,3,321.7,62.62,384.32,128.10666666666665
PR,jundiai do sul,3,3,337.97,46.04,384.01,128.00333333333333
BA,barra do mendes,3,3,323.99,59.29,383.28,127.76
PB,belem,1,1,330.0,53.03,383.03,383.03
MG,tabuleiro,2,2,324.89,57.89,382.78,191.39
MG,sao tomas de aquino,3,3,309.8,72.76,382.56,127.52
MG,florestal,3,3,299.5,82.97,382.47,127.49
SP,tejupa,3,2,335.18,47.22,382.4,127.46666666666667
MG,serrania,2,2,345.89,36.28,382.17,191.085
RJ,tocos,2,2,338.9,42.57,381.47,190.735
MT,nova lacerda,1,1,339.74,41.01,380.75,380.75
SC,tres barras,5,5,297.34,83.22,380.56,76.112
SP,barra do turvo,3,3,293.9,86.6,380.5,126.83333333333333
MG,volta grande,4,4,308.38,71.58,379.96,94.99
CE,pereiro,3,3,285.89,93.85,379.74,126.58
AL,marechal deodoro,1,1,349.9,29.3,379.2,379.2
AL,paripueira,1,1,349.9,29.3,379.2,379.2
SP,moncoes,2,2,346.98,32.15,379.13,189.565
SP,sao jose da bela vista,3,3,310.84,68.23,379.07,126.35666666666667
SC,urubici,3,3,305.69,72.89,378.58,126.19333333333333
PR,santa terezinha de itaipu,3,3,328.94,49.17,378.11,126.03666666666666
SC,ipumirim,5,5,281.41,96.11,377.52,75.504
AL,canapi,1,1,230.0,147.32,377.32,377.32
BA,ponto novo,1,1,360.0,17.0,377.0,377.0
RJ,monnerat,2,2,284.84,92.02,376.86,188.43
RN,sao vicente,2,2,264.89,111.52,376.41,188.205
MG,inimutaba,2,2,266.7,109.69,376.39,188.195
MG,itanhomi,4,4,308.55,66.98,375.53,93.8825
MG,coroaci,2,2,338.9,36.09,374.99,187.495
MG,belo vale,3,3,313.8,60.68,374.48,124.82666666666667
SC,tangara,1,1,354.9,18.92,373.82,373.82
PR,santa mariana,4,4,311.25,62.1,373.35,93.3375
PE,lagoa do ouro,2,2,305.9,67.45,373.35,186.675
RS,sao jose do hortencio,2,2,322.89,50.34,373.23,186.615
PA,moju,4,4,242.88,130.0,372.88,93.22
SC,monte carlo,3,2,309.5,63.37,372.87,124.29
SP,nipoa,2,2,337.8,34.55,372.35,186.175
ES,vargem alta,5,5,278.89,93.46,372.35,74.47
SC,irani,4,3,294.39,77.93,372.32,93.08
RS,hulha negra,1,1,329.0,43.06,372.06,372.06
PE,ibimirim,3,3,294.79,77.24,372.03,124.01
PE,itapetim,2,2,280.8,91.19,371.99,185.995
PR,reserva,3,3,308.6,62.95,371.55,123.85
SP,bento de abreu,2,2,327.98,43.5,371.48,185.74
SC,sideropolis,4,4,299.7,71.41,371.11,92.7775
MA,olho d'agua das cunhas,2,2,312.99,57.98,370.97,185.485
PE,itapissuma,3,3,290.8,80.06,370.86,123.62
MG,carmo da cachoeira,4,4,319.44,51.2,370.64,92.66
TO,pedro afonso,3,3,235.89,133.01,368.9,122.96666666666667
RS,nova esperanca do sul,2,2,259.4,109.24,368.64,184.32
SP,iepe,5,5,289.58,78.93,368.51,73.702
SC,ita,3,3,317.89,50.14,368.03,122.67666666666666
MG,papagaios,4,3,269.67,97.99,367.66,91.915
PB,coremas,3,3,284.69,82.9,367.59,122.53
RS,boa vista das missoes,1,1,349.9,17.66,367.56,367.56
BA,sao francisco do conde,3,3,276.8,90.53,367.33,122.44333333333333
MG,abre campo,5,5,281.68,85.61,367.29,73.458
SP,glicerio,2,2,333.99,32.89,366.88,183.44
MG,vargem grande do rio pardo,1,1,270.0,95.98,365.98,365.98
MG,maria da fe,3,3,305.55,60.1,365.65,121.88333333333334
MG,aiuruoca,4,4,281.09,83.94,365.03,91.2575
BA,pilao arcado,4,4,279.87,84.81,364.68,91.17
PR,curiuva,4,4,295.7,68.82,364.52,91.13
MG,cassia,6,6,278.29,86.12,364.41,60.735
PB,sume,3,3,248.89,115.5,364.39,121.46333333333334
CE,jucas,1,1,325.0,38.96,363.96,363.96
BA,cordeiros,1,1,322.75,40.89,363.64,363.64
MT,novo sao joaquim,3,3,292.6,70.04,362.64,120.88
PE,santa cruz,2,2,263.9,98.56,362.46,181.23
RN,montanhas,1,1,325.0,36.07,361.07,361.07
RS,tupandi,3,3,285.99,75.05,361.04,120.34666666666666
BA,humildes,1,1,249.99,110.82,360.81,360.81
MG,ubaporanga,3,3,288.78,71.93,360.71,120.23666666666666
BA,monte gordo,2,2,314.9,45.53,360.43,180.215
RS,palmitinho,5,4,271.69,88.3,359.99,71.998
BA,barra do tarrachil,3,1,272.9,87.04,359.94,119.98
BA,ibicoara,3,3,299.2,60.64,359.84,119.94666666666667
SE,caninde de sao francisco,2,2,250.8,109.03,359.83,179.915
PR,ivate,3,3,273.98,84.36,358.34,119.44666666666667
BA,araci,3,3,277.87,80.37,358.24,119.41333333333333
MG,porteirinha,5,5,282.69,75.36,358.05,71.61
MT,ribeiraozinho,2,2,299.98,58.03,358.01,179.005
PA,bonito,2,2,304.9,52.7,357.6,178.8
SC,anchieta,3,3,302.7,54.83,357.53,119.17666666666666
RS,imigrante,3,3,305.9,51.45,357.35,119.11666666666666
PI,buriti dos lopes,2,2,268.9,87.92,356.82,178.41
BA,vereda,2,2,309.4,47.25,356.65,178.325
RS,gaurama,3,3,277.88,78.73,356.61,118.87
PI,gilbues,1,1,296.0,60.51,356.51,356.51
PR,santa izabel do oeste,2,2,319.89,36.46,356.35,178.175
CE,cedro,1,1,249.9,106.21,356.11,356.11
SP,ouro verde,3,3,307.97,48.07,356.04,118.68
GO,pirenopolis,4,4,273.87,81.87,355.74,88.935
PA,curralinho,1,1,188.76,166.53,355.29,355.29
SP,pardinho,1,1,272.8,82.26,355.06,355.06
MG,dona euzebia,2,2,316.89,38.05,354.94,177.47
TO,cariri do tocantins,2,2,270.89,83.37,354.26,177.13
TO,formoso do araguaia,4,3,251.28,102.84,354.12,88.53
SP,arapei,2,2,324.89,28.82,353.71,176.855
MG,santana da vargem,4,4,269.95,83.65,353.6,88.4
MG,verissimo,3,3,294.12,58.89,353.01,117.67
MA,centro novo do maranhao,1,1,299.99,52.82,352.81,352.81
PA,vigia,3,3,248.79,103.86,352.65,117.55
MG,ribeirao vermelho,2,2,275.7,76.83,352.53,176.265
PR,renascenca,4,4,279.6,72.63,352.23,88.0575
PB,pocinhos,3,3,223.8,128.12,351.92,117.30666666666667
BA,santa ines,3,3,293.9,57.87,351.77,117.25666666666666
AL,sao luis do quitunde,2,2,239.3,112.25,351.55,175.775
AL,jequia da praia,2,2,251.91,99.33,351.24,175.62
MT,sao jose do rio claro,2,2,298.0,53.05,351.05,175.525
RN,ceara-mirim,2,2,305.46,45.56,351.02,175.51
SC,atalanta,1,1,263.99,87.01,351.0,351.0
PE,joaquim nabuco,4,4,234.87,115.58,350.45,87.6125
PI,jose de freitas,3,3,257.9,92.52,350.42,116.80666666666667
PB,itaporanga,2,2,263.8,86.12,349.92,174.96
PE,pedra,3,3,267.68,82.11,349.79,116.59666666666666
PR,mariluz,2,2,308.99,40.66,349.65,174.825
MA,porto franco,2,2,279.99,69.15,349.14,174.57
RS,pantano grande,3,3,297.79,51.14,348.93,116.31
RS,constantina,1,1,330.0,18.77,348.77,348.77
MG,cabeceira grande,3,2,265.89,82.86,348.75,116.25
SP,cruzalia,3,3,292.4,55.85,348.25,116.08333333333333
PI,piracuruca,2,2,235.9,111.54,347.44,173.72
SP,santo antonio do jardim,5,5,271.02,76.11,347.13,69.426
BA,botupora,1,1,325.0,21.51,346.51,346.51
GO,americano do brasil,3,3,291.49,54.8,346.29,115.43
AL,olho d'agua das flores,3,2,254.48,91.59,346.07,115.35666666666667
CE,maranguape,3,3,289.87,55.66,345.53,115.17666666666666
MG,vieiras,1,1,325.0,20.15,345.15,345.15
MG,carneirinho,3,3,294.5,50.53,345.03,115.01
SC,nova itaberaba,2,2,308.89,35.88,344.77,172.385
SP,inubia paulista,3,3,304.98,39.72,344.7,114.9
